,module name,input shape,output_shape,parameters,infer memory(MB),MAdd,Flops,MemRead(B),MemWrite(B),duration
57,layer2.0.se.fc.1,"torch.Size([1, 32])","torch.Size([1, 32])",0,0.0001220703125,32,32,128,128,1.0967254638671875e-05
58,layer2.0.se.fc.2,"torch.Size([1, 32])","torch.Size([1, 512])","16,384",0.001953125,"32,256","16,384","65,664","2,048",3.600120544433594e-05
59,layer2.0.se.fc.3,"torch.Size([1, 512])","torch.Size([1, 512])",0,0.001953125,0,0,0,0,1.621246337890625e-05
60,layer2.1.conv1,"torch.Size([1, 512, 28, 28])","torch.Size([1, 256, 28, 28])","131,072",0.765625,"205,320,192","102,760,448","2,129,920","802,816",0.0008881092071533203
61,layer2.1.bn1,"torch.Size([1, 256, 28, 28])","torch.Size([1, 256, 28, 28])",512,0.765625,"802,816","401,408","804,864","802,816",0.00011396408081054688
62,layer2.1.conv2,"torch.Size([1, 256, 28, 28])","torch.Size([1, 256, 28, 28])","18,432",0.765625,"28,700,672","14,450,688","876,544","802,816",0.00038933753967285156
63,layer2.1.bn2,"torch.Size([1, 256, 28, 28])","torch.Size([1, 256, 28, 28])",512,0.765625,"802,816","401,408","804,864","802,816",0.00010824203491210938
64,layer2.1.conv3,"torch.Size([1, 256, 28, 28])","torch.Size([1, 512, 28, 28])","131,072",1.53125,"205,119,488","102,760,448","1,327,104","1,605,632",0.0006268024444580078
65,layer2.1.bn3,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 28, 28])","1,024",1.53125,"1,605,632","802,816","1,609,728","1,605,632",0.0006189346313476562
66,layer2.1.relu,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 28, 28])",0,1.53125,"401,408","401,408","1,605,632","1,605,632",2.1457672119140625e-05
67,layer2.1.se.avg_pool,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 1, 1])",0,0.001953125,0,"430,592",0,0,8.96453857421875e-05
68,layer2.1.se.fc.0,"torch.Size([1, 512])","torch.Size([1, 32])","16,384",0.0001220703125,"32,736","16,384","67,584",128,4.57763671875e-05
69,layer2.1.se.fc.1,"torch.Size([1, 32])","torch.Size([1, 32])",0,0.0001220703125,32,32,128,128,1.0967254638671875e-05
70,layer2.1.se.fc.2,"torch.Size([1, 32])","torch.Size([1, 512])","16,384",0.001953125,"32,256","16,384","65,664","2,048",3.0279159545898438e-05
71,layer2.1.se.fc.3,"torch.Size([1, 512])","torch.Size([1, 512])",0,0.001953125,0,0,0,0,1.6450881958007812e-05
72,layer2.2.conv1,"torch.Size([1, 512, 28, 28])","torch.Size([1, 256, 28, 28])","131,072",0.765625,"205,320,192","102,760,448","2,129,920","802,816",0.0005855560302734375
73,layer2.2.bn1,"torch.Size([1, 256, 28, 28])","torch.Size([1, 256, 28, 28])",512,0.765625,"802,816","401,408","804,864","802,816",0.0001163482666015625
74,layer2.2.conv2,"torch.Size([1, 256, 28, 28])","torch.Size([1, 256, 28, 28])","18,432",0.765625,"28,700,672","14,450,688","876,544","802,816",0.00022721290588378906
75,layer2.2.bn2,"torch.Size([1, 256, 28, 28])","torch.Size([1, 256, 28, 28])",512,0.765625,"802,816","401,408","804,864","802,816",0.00011563301086425781
76,layer2.2.conv3,"torch.Size([1, 256, 28, 28])","torch.Size([1, 512, 28, 28])","131,072",1.53125,"205,119,488","102,760,448","1,327,104","1,605,632",0.0006153583526611328
77,layer2.2.bn3,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 28, 28])","1,024",1.53125,"1,605,632","802,816","1,609,728","1,605,632",0.0006279945373535156
78,layer2.2.relu,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 28, 28])",0,1.53125,"401,408","401,408","1,605,632","1,605,632",2.09808349609375e-05
79,layer2.2.se.avg_pool,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 1, 1])",0,0.001953125,0,"430,592",0,0,8.344650268554688e-05
80,layer2.2.se.fc.0,"torch.Size([1, 512])","torch.Size([1, 32])","16,384",0.0001220703125,"32,736","16,384","67,584",128,4.076957702636719e-05
81,layer2.2.se.fc.1,"torch.Size([1, 32])","torch.Size([1, 32])",0,0.0001220703125,32,32,128,128,1.0728836059570312e-05
82,layer2.2.se.fc.2,"torch.Size([1, 32])","torch.Size([1, 512])","16,384",0.001953125,"32,256","16,384","65,664","2,048",3.0279159545898438e-05
83,layer2.2.se.fc.3,"torch.Size([1, 512])","torch.Size([1, 512])",0,0.001953125,0,0,0,0,1.5020370483398438e-05
84,layer2.3.conv1,"torch.Size([1, 512, 28, 28])","torch.Size([1, 256, 28, 28])","131,072",0.765625,"205,320,192","102,760,448","2,129,920","802,816",0.0005886554718017578
85,layer2.3.bn1,"torch.Size([1, 256, 28, 28])","torch.Size([1, 256, 28, 28])",512,0.765625,"802,816","401,408","804,864","802,816",0.00011491775512695312
86,layer2.3.conv2,"torch.Size([1, 256, 28, 28])","torch.Size([1, 256, 28, 28])","18,432",0.765625,"28,700,672","14,450,688","876,544","802,816",0.0002181529998779297
87,layer2.3.bn2,"torch.Size([1, 256, 28, 28])","torch.Size([1, 256, 28, 28])",512,0.765625,"802,816","401,408","804,864","802,816",0.000118255615234375
88,layer2.3.conv3,"torch.Size([1, 256, 28, 28])","torch.Size([1, 512, 28, 28])","131,072",1.53125,"205,119,488","102,760,448","1,327,104","1,605,632",0.0007052421569824219
89,layer2.3.bn3,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 28, 28])","1,024",1.53125,"1,605,632","802,816","1,609,728","1,605,632",0.00018286705017089844
90,layer2.3.relu,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 28, 28])",0,1.53125,"401,408","401,408","1,605,632","1,605,632",2.1219253540039062e-05
91,layer2.3.se.avg_pool,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 1, 1])",0,0.001953125,0,"430,592",0,0,8.058547973632812e-05
92,layer2.3.se.fc.0,"torch.Size([1, 512])","torch.Size([1, 32])","16,384",0.0001220703125,"32,736","16,384","67,584",128,3.4809112548828125e-05
93,layer2.3.se.fc.1,"torch.Size([1, 32])","torch.Size([1, 32])",0,0.0001220703125,32,32,128,128,1.0251998901367188e-05
94,layer2.3.se.fc.2,"torch.Size([1, 32])","torch.Size([1, 512])","16,384",0.001953125,"32,256","16,384","65,664","2,048",2.8133392333984375e-05
95,layer2.3.se.fc.3,"torch.Size([1, 512])","torch.Size([1, 512])",0,0.001953125,0,0,0,0,1.3828277587890625e-05
96,layer3.0.conv1,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 28, 28])","262,144",1.53125,"410,640,384","205,520,896","2,654,208","1,605,632",0.00127410888671875
97,layer3.0.bn1,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 28, 28])","1,024",1.53125,"1,605,632","802,816","1,609,728","1,605,632",0.0001919269561767578
98,layer3.0.conv2,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 14, 14])","73,728",0.3828125,"28,801,024","14,450,688","1,900,544","401,408",0.0005671977996826172
99,layer3.0.bn2,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","1,024",0.3828125,"401,408","200,704","405,504","401,408",8.20159912109375e-05
100,layer3.0.conv3,"torch.Size([1, 512, 14, 14])","torch.Size([1, 1024, 14, 14])","524,288",0.765625,"205,320,192","102,760,448","2,498,560","802,816",0.0009272098541259766
101,layer3.0.bn3,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])","2,048",0.765625,"802,816","401,408","811,008","802,816",0.00012183189392089844
102,layer3.0.relu,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])",0,0.765625,"200,704","200,704","802,816","802,816",2.1696090698242188e-05
103,layer3.0.downsample.0,"torch.Size([1, 512, 28, 28])","torch.Size([1, 512, 14, 14])",0,0.3828125,"401,408","401,408","1,605,632","401,408",0.00013327598571777344
104,layer3.0.downsample.1,"torch.Size([1, 512, 14, 14])","torch.Size([1, 1024, 14, 14])","524,288",0.765625,"205,320,192","102,760,448","2,498,560","802,816",0.0005900859832763672
105,layer3.0.downsample.2,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])","2,048",0.765625,"802,816","401,408","811,008","802,816",0.00012373924255371094
106,layer3.0.se.avg_pool,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 1, 1])",0,0.00390625,0,"230,400",0,0,7.033348083496094e-05
107,layer3.0.se.fc.0,"torch.Size([1, 1024])","torch.Size([1, 64])","65,536",0.000244140625,"131,008","65,536","266,240",256,8.058547973632812e-05
108,layer3.0.se.fc.1,"torch.Size([1, 64])","torch.Size([1, 64])",0,0.000244140625,64,64,256,256,9.775161743164062e-06
109,layer3.0.se.fc.2,"torch.Size([1, 64])","torch.Size([1, 1024])","65,536",0.00390625,"130,048","65,536","262,400","4,096",2.6941299438476562e-05
110,layer3.0.se.fc.3,"torch.Size([1, 1024])","torch.Size([1, 1024])",0,0.00390625,0,0,0,0,1.52587890625e-05
111,layer3.1.conv1,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 512, 14, 14])","524,288",0.3828125,"205,420,544","102,760,448","2,899,968","401,408",0.0009534358978271484
112,layer3.1.bn1,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","1,024",0.3828125,"401,408","200,704","405,504","401,408",8.416175842285156e-05
113,layer3.1.conv2,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","73,728",0.3828125,"28,801,024","14,450,688","696,320","401,408",0.00034308433532714844
114,layer3.1.bn2,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","1,024",0.3828125,"401,408","200,704","405,504","401,408",7.605552673339844e-05
115,layer3.1.conv3,"torch.Size([1, 512, 14, 14])","torch.Size([1, 1024, 14, 14])","524,288",0.765625,"205,320,192","102,760,448","2,498,560","802,816",0.0004601478576660156
116,layer3.1.bn3,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])","2,048",0.765625,"802,816","401,408","811,008","802,816",0.00012087821960449219
117,layer3.1.relu,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])",0,0.765625,"200,704","200,704","802,816","802,816",1.811981201171875e-05
118,layer3.1.se.avg_pool,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 1, 1])",0,0.00390625,0,"230,400",0,0,6.699562072753906e-05
119,layer3.1.se.fc.0,"torch.Size([1, 1024])","torch.Size([1, 64])","65,536",0.000244140625,"131,008","65,536","266,240",256,4.3392181396484375e-05
120,layer3.1.se.fc.1,"torch.Size([1, 64])","torch.Size([1, 64])",0,0.000244140625,64,64,256,256,1.1920928955078125e-05
121,layer3.1.se.fc.2,"torch.Size([1, 64])","torch.Size([1, 1024])","65,536",0.00390625,"130,048","65,536","262,400","4,096",3.647804260253906e-05
122,layer3.1.se.fc.3,"torch.Size([1, 1024])","torch.Size([1, 1024])",0,0.00390625,0,0,0,0,2.4557113647460938e-05
123,layer3.2.conv1,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 512, 14, 14])","524,288",0.3828125,"205,420,544","102,760,448","2,899,968","401,408",0.0006589889526367188
124,layer3.2.bn1,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","1,024",0.3828125,"401,408","200,704","405,504","401,408",8.153915405273438e-05
125,layer3.2.conv2,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","73,728",0.3828125,"28,801,024","14,450,688","696,320","401,408",0.00017213821411132812
126,layer3.2.bn2,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","1,024",0.3828125,"401,408","200,704","405,504","401,408",8.130073547363281e-05
127,layer3.2.conv3,"torch.Size([1, 512, 14, 14])","torch.Size([1, 1024, 14, 14])","524,288",0.765625,"205,320,192","102,760,448","2,498,560","802,816",0.00041985511779785156
128,layer3.2.bn3,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])","2,048",0.765625,"802,816","401,408","811,008","802,816",0.00011920928955078125
129,layer3.2.relu,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])",0,0.765625,"200,704","200,704","802,816","802,816",2.5033950805664062e-05
130,layer3.2.se.avg_pool,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 1, 1])",0,0.00390625,0,"230,400",0,0,6.461143493652344e-05
131,layer3.2.se.fc.0,"torch.Size([1, 1024])","torch.Size([1, 64])","65,536",0.000244140625,"131,008","65,536","266,240",256,4.267692565917969e-05
132,layer3.2.se.fc.1,"torch.Size([1, 64])","torch.Size([1, 64])",0,0.000244140625,64,64,256,256,1.1444091796875e-05
133,layer3.2.se.fc.2,"torch.Size([1, 64])","torch.Size([1, 1024])","65,536",0.00390625,"130,048","65,536","262,400","4,096",3.933906555175781e-05
134,layer3.2.se.fc.3,"torch.Size([1, 1024])","torch.Size([1, 1024])",0,0.00390625,0,0,0,0,1.1682510375976562e-05
135,layer3.3.conv1,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 512, 14, 14])","524,288",0.3828125,"205,420,544","102,760,448","2,899,968","401,408",0.0007100105285644531
136,layer3.3.bn1,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","1,024",0.3828125,"401,408","200,704","405,504","401,408",8.20159912109375e-05
137,layer3.3.conv2,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","73,728",0.3828125,"28,801,024","14,450,688","696,320","401,408",0.00016760826110839844
138,layer3.3.bn2,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","1,024",0.3828125,"401,408","200,704","405,504","401,408",8.130073547363281e-05
139,layer3.3.conv3,"torch.Size([1, 512, 14, 14])","torch.Size([1, 1024, 14, 14])","524,288",0.765625,"205,320,192","102,760,448","2,498,560","802,816",0.0004553794860839844
140,layer3.3.bn3,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])","2,048",0.765625,"802,816","401,408","811,008","802,816",0.00011968612670898438
141,layer3.3.relu,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])",0,0.765625,"200,704","200,704","802,816","802,816",2.3365020751953125e-05
142,layer3.3.se.avg_pool,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 1, 1])",0,0.00390625,0,"230,400",0,0,6.079673767089844e-05
143,layer3.3.se.fc.0,"torch.Size([1, 1024])","torch.Size([1, 64])","65,536",0.000244140625,"131,008","65,536","266,240",256,3.9577484130859375e-05
144,layer3.3.se.fc.1,"torch.Size([1, 64])","torch.Size([1, 64])",0,0.000244140625,64,64,256,256,1.1444091796875e-05
145,layer3.3.se.fc.2,"torch.Size([1, 64])","torch.Size([1, 1024])","65,536",0.00390625,"130,048","65,536","262,400","4,096",3.0994415283203125e-05
146,layer3.3.se.fc.3,"torch.Size([1, 1024])","torch.Size([1, 1024])",0,0.00390625,0,0,0,0,1.33514404296875e-05
147,layer3.4.conv1,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 512, 14, 14])","524,288",0.3828125,"205,420,544","102,760,448","2,899,968","401,408",0.0006625652313232422
148,layer3.4.bn1,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","1,024",0.3828125,"401,408","200,704","405,504","401,408",8.082389831542969e-05
149,layer3.4.conv2,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","73,728",0.3828125,"28,801,024","14,450,688","696,320","401,408",0.00017690658569335938
150,layer3.4.bn2,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","1,024",0.3828125,"401,408","200,704","405,504","401,408",7.987022399902344e-05
151,layer3.4.conv3,"torch.Size([1, 512, 14, 14])","torch.Size([1, 1024, 14, 14])","524,288",0.765625,"205,320,192","102,760,448","2,498,560","802,816",0.0004706382751464844
152,layer3.4.bn3,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])","2,048",0.765625,"802,816","401,408","811,008","802,816",0.00011849403381347656
153,layer3.4.relu,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])",0,0.765625,"200,704","200,704","802,816","802,816",2.9325485229492188e-05
154,layer3.4.se.avg_pool,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 1, 1])",0,0.00390625,0,"230,400",0,0,5.936622619628906e-05
155,layer3.4.se.fc.0,"torch.Size([1, 1024])","torch.Size([1, 64])","65,536",0.000244140625,"131,008","65,536","266,240",256,4.0531158447265625e-05
156,layer3.4.se.fc.1,"torch.Size([1, 64])","torch.Size([1, 64])",0,0.000244140625,64,64,256,256,1.1444091796875e-05
157,layer3.4.se.fc.2,"torch.Size([1, 64])","torch.Size([1, 1024])","65,536",0.00390625,"130,048","65,536","262,400","4,096",3.0517578125e-05
158,layer3.4.se.fc.3,"torch.Size([1, 1024])","torch.Size([1, 1024])",0,0.00390625,0,0,0,0,2.3126602172851562e-05
159,layer3.5.conv1,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 512, 14, 14])","524,288",0.3828125,"205,420,544","102,760,448","2,899,968","401,408",0.0006499290466308594
160,layer3.5.bn1,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","1,024",0.3828125,"401,408","200,704","405,504","401,408",7.963180541992188e-05
161,layer3.5.conv2,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","73,728",0.3828125,"28,801,024","14,450,688","696,320","401,408",0.0001666545867919922
162,layer3.5.bn2,"torch.Size([1, 512, 14, 14])","torch.Size([1, 512, 14, 14])","1,024",0.3828125,"401,408","200,704","405,504","401,408",7.486343383789062e-05
163,layer3.5.conv3,"torch.Size([1, 512, 14, 14])","torch.Size([1, 1024, 14, 14])","524,288",0.765625,"205,320,192","102,760,448","2,498,560","802,816",0.0005888938903808594
164,layer3.5.bn3,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])","2,048",0.765625,"802,816","401,408","811,008","802,816",0.00012111663818359375
