,module name,input shape,output_shape,parameters,infer memory(MB),MAdd,Flops,MemRead(B),MemWrite(B),duration
123,layer3.2.conv1,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 2048, 14, 14])","2,097,152",1.53125,"821,682,176","411,041,792","9,191,424","1,605,632",0.0017085075378417969
124,layer3.2.bn1,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 2048, 14, 14])","4,096",1.53125,"1,605,632","802,816","1,622,016","1,605,632",0.00021219253540039062
125,layer3.2.conv2,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 2048, 14, 14])","1,179,648",1.53125,"462,020,608","231,211,008","6,324,224","1,605,632",0.0009114742279052734
126,layer3.2.bn2,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 2048, 14, 14])","4,096",1.53125,"1,605,632","802,816","1,622,016","1,605,632",0.00021195411682128906
127,layer3.2.conv3,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 1024, 14, 14])","2,097,152",0.765625,"821,882,880","411,041,792","9,994,240","802,816",0.00177001953125
128,layer3.2.bn3,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])","2,048",0.765625,"802,816","401,408","811,008","802,816",0.0001456737518310547
129,layer3.2.relu,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])",0,0.765625,"200,704","200,704","802,816","802,816",2.002716064453125e-05
130,layer3.2.se.avg_pool,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 1, 1])",0,0.00390625,0,"230,400",0,0,7.867813110351562e-05
131,layer3.2.se.fc.0,"torch.Size([1, 1024])","torch.Size([1, 64])","65,536",0.000244140625,"131,008","65,536","266,240",256,5.4836273193359375e-05
132,layer3.2.se.fc.1,"torch.Size([1, 64])","torch.Size([1, 64])",0,0.000244140625,64,64,256,256,1.1205673217773438e-05
133,layer3.2.se.fc.2,"torch.Size([1, 64])","torch.Size([1, 1024])","65,536",0.00390625,"130,048","65,536","262,400","4,096",2.7894973754882812e-05
134,layer3.2.se.fc.3,"torch.Size([1, 1024])","torch.Size([1, 1024])",0,0.00390625,0,0,0,0,1.621246337890625e-05
135,layer3.3.conv1,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 2048, 14, 14])","2,097,152",1.53125,"821,682,176","411,041,792","9,191,424","1,605,632",0.0015835762023925781
136,layer3.3.bn1,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 2048, 14, 14])","4,096",1.53125,"1,605,632","802,816","1,622,016","1,605,632",0.00020122528076171875
137,layer3.3.conv2,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 2048, 14, 14])","1,179,648",1.53125,"462,020,608","231,211,008","6,324,224","1,605,632",0.0008380413055419922
138,layer3.3.bn2,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 2048, 14, 14])","4,096",1.53125,"1,605,632","802,816","1,622,016","1,605,632",0.00019860267639160156
139,layer3.3.conv3,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 1024, 14, 14])","2,097,152",0.765625,"821,882,880","411,041,792","9,994,240","802,816",0.0019614696502685547
140,layer3.3.bn3,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])","2,048",0.765625,"802,816","401,408","811,008","802,816",0.0001327991485595703
141,layer3.3.relu,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])",0,0.765625,"200,704","200,704","802,816","802,816",1.8835067749023438e-05
142,layer3.3.se.avg_pool,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 1, 1])",0,0.00390625,0,"230,400",0,0,8.106231689453125e-05
143,layer3.3.se.fc.0,"torch.Size([1, 1024])","torch.Size([1, 64])","65,536",0.000244140625,"131,008","65,536","266,240",256,5.412101745605469e-05
144,layer3.3.se.fc.1,"torch.Size([1, 64])","torch.Size([1, 64])",0,0.000244140625,64,64,256,256,1.0728836059570312e-05
145,layer3.3.se.fc.2,"torch.Size([1, 64])","torch.Size([1, 1024])","65,536",0.00390625,"130,048","65,536","262,400","4,096",2.7894973754882812e-05
146,layer3.3.se.fc.3,"torch.Size([1, 1024])","torch.Size([1, 1024])",0,0.00390625,0,0,0,0,1.6927719116210938e-05
147,layer3.4.conv1,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 2048, 14, 14])","2,097,152",1.53125,"821,682,176","411,041,792","9,191,424","1,605,632",0.0017237663269042969
148,layer3.4.bn1,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 2048, 14, 14])","4,096",1.53125,"1,605,632","802,816","1,622,016","1,605,632",0.00019288063049316406
149,layer3.4.conv2,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 2048, 14, 14])","1,179,648",1.53125,"462,020,608","231,211,008","6,324,224","1,605,632",0.0009965896606445312
150,layer3.4.bn2,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 2048, 14, 14])","4,096",1.53125,"1,605,632","802,816","1,622,016","1,605,632",0.00021004676818847656
151,layer3.4.conv3,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 1024, 14, 14])","2,097,152",0.765625,"821,882,880","411,041,792","9,994,240","802,816",0.0018312931060791016
152,layer3.4.bn3,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])","2,048",0.765625,"802,816","401,408","811,008","802,816",0.0001418590545654297
153,layer3.4.relu,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 14, 14])",0,0.765625,"200,704","200,704","802,816","802,816",1.9311904907226562e-05
154,layer3.4.se.avg_pool,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 1024, 1, 1])",0,0.00390625,0,"230,400",0,0,7.963180541992188e-05
155,layer3.4.se.fc.0,"torch.Size([1, 1024])","torch.Size([1, 64])","65,536",0.000244140625,"131,008","65,536","266,240",256,5.507469177246094e-05
156,layer3.4.se.fc.1,"torch.Size([1, 64])","torch.Size([1, 64])",0,0.000244140625,64,64,256,256,1.5735626220703125e-05
157,layer3.4.se.fc.2,"torch.Size([1, 64])","torch.Size([1, 1024])","65,536",0.00390625,"130,048","65,536","262,400","4,096",2.9325485229492188e-05
158,layer3.4.se.fc.3,"torch.Size([1, 1024])","torch.Size([1, 1024])",0,0.00390625,0,0,0,0,1.621246337890625e-05
159,layer3.5.conv1,"torch.Size([1, 1024, 14, 14])","torch.Size([1, 2048, 14, 14])","2,097,152",1.53125,"821,682,176","411,041,792","9,191,424","1,605,632",0.0015478134155273438
160,layer3.5.bn1,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 2048, 14, 14])","4,096",1.53125,"1,605,632","802,816","1,622,016","1,605,632",0.0001964569091796875
161,layer3.5.conv2,"torch.Size([1, 2048, 14, 14])","torch.Size([1, 2048, 14, 14])","1,179,648",1.53125,"462,020,608","231,211,008","6,324,224","1,605,632",0.0009219646453857422
